history_tokens,trn_tps,trn_state_kb,tf_kv_tps,tf_kv_cache_mb,tf_full_tps
1000,239.74814452641746,8.0,73.78749846088758,15.625,13.299535887679166
5000,243.90113759806616,8.0,35.887688127649476,78.125,2.7284721077878573
10000,230.85657881490175,8.0,15.480908871139007,156.25,0.9554166893862266
