============================================================
  TRN Go/No-Go Decision Test
  Steps: 5000, Device: cpu, Seed: 42
  Model: d_model=128, n_layers=4, n_osc=64
============================================================

============================================================
  COPY TASK  (seq_len=64, vocab=32, period=8)
============================================================

--- TRN ---
  TRN params: 956,804
  SELECTIVE COPY TASK  (seq_len=128, markers=8, vocab=32)
============================================================

--- TRN ---
  [TRN-selcopy] step    50/5000 train=3.2525 val=3.2438 acc=0.0343 (13s)
  [TRN-selcopy] step   100/5000 train=3.0312 val=3.0331 acc=0.0602 (26s)
  [TRN-selcopy] step   150/5000 train=3.0103 val=3.0140 acc=0.0695 (39s)
  [TRN-selcopy] step   200/5000 train=3.0149 val=3.0118 acc=0.0755 (52s)
  [TRN-selcopy] step   250/5000 train=3.0126 val=3.0078 acc=0.0739 (65s)
  [TRN-selcopy] step   300/5000 train=2.9904 val=2.9958 acc=0.0720 (78s)
  [TRN-selcopy] step   350/5000 train=2.9672 val=2.9678 acc=0.0794 (91s)
  [TRN-selcopy] step   400/5000 train=2.9500 val=2.9546 acc=0.0860 (104s)
  [TRN-selcopy] step   450/5000 train=2.9439 val=2.9453 acc=0.0876 (117s)
  [TRN-selcopy] step   500/5000 train=2.9342 val=2.9323 acc=0.0843 (130s)
  [TRN-selcopy] step   550/5000 train=2.9149 val=2.9180 acc=0.0831 (143s)
  [TRN-selcopy] step   600/5000 train=2.9054 val=2.9087 acc=0.0861 (156s)
  [TRN-selcopy] step   650/5000 train=2.9007 val=2.9013 acc=0.0849 (169s)
  [TRN-selcopy] step   700/5000 train=2.8945 val=2.8967 acc=0.0890 (182s)
  [TRN-selcopy] step   750/5000 train=2.8908 val=2.8906 acc=0.0835 (195s)
  [TRN-selcopy] step   800/5000 train=2.8799 val=2.8805 acc=0.0789 (208s)
  [TRN-selcopy] step   850/5000 train=2.8748 val=2.8775 acc=0.0830 (221s)
  [TRN-selcopy] step   900/5000 train=2.8753 val=2.8757 acc=0.0877 (234s)
  [TRN-selcopy] step   950/5000 train=2.8709 val=2.8696 acc=0.0838 (247s)
  [TRN-selcopy] step  1000/5000 train=2.8676 val=2.8674 acc=0.0862 (259s)
  [TRN-selcopy] step  1050/5000 train=2.8641 val=2.8676 acc=0.0803 (272s)
  [TRN-selcopy] step  1100/5000 train=2.8626 val=2.8659 acc=0.0867 (285s)
  [TRN-selcopy] step  1150/5000 train=2.8659 val=2.8653 acc=0.0854 (298s)
  [TRN-selcopy] step  1200/5000 train=2.8605 val=2.8614 acc=0.0814 (311s)
  [TRN-selcopy] step  1250/5000 train=2.8562 val=2.8614 acc=0.0862 (324s)
  [TRN-selcopy] step  1300/5000 train=2.8590 val=2.8613 acc=0.0819 (337s)
  [TRN-selcopy] step  1350/5000 train=2.8648 val=2.8590 acc=0.0853 (350s)
  [TRN-selcopy] step  1400/5000 train=2.8582 val=2.8604 acc=0.0867 (363s)
  [TRN-selcopy] step  1450/5000 train=2.8568 val=2.8588 acc=0.0825 (376s)
  [TRN-selcopy] step  1500/5000 train=2.8526 val=2.8591 acc=0.0769 (389s)
  [TRN-selcopy] step  1550/5000 train=2.8563 val=2.8579 acc=0.0889 (402s)
  [TRN-selcopy] step  1600/5000 train=2.8546 val=2.8580 acc=0.0938 (415s)
  [TRN-selcopy] step  1650/5000 train=2.8546 val=2.8576 acc=0.0864 (427s)
  [TRN-selcopy] step  1700/5000 train=2.8549 val=2.8569 acc=0.0800 (440s)
  [TRN-selcopy] step  1750/5000 train=2.8535 val=2.8563 acc=0.0882 (453s)
  [TRN-selcopy] step  1800/5000 train=2.8538 val=2.8550 acc=0.0811 (466s)
  [TRN-selcopy] step  1850/5000 train=2.8543 val=2.8554 acc=0.0907 (478s)
  [TRN-selcopy] step  1900/5000 train=2.8627 val=2.8586 acc=0.0870 (491s)
  [TRN-selcopy] step  1950/5000 train=2.8513 val=2.8544 acc=0.0828 (504s)
  [TRN-selcopy] step  2000/5000 train=2.8526 val=2.8527 acc=0.0843 (517s)
  [TRN-selcopy] step  2050/5000 train=2.8526 val=2.8542 acc=0.0844 (530s)
  [TRN-selcopy] step  2100/5000 train=2.8512 val=2.8533 acc=0.0850 (542s)
  [TRN-selcopy] step  2150/5000 train=2.8520 val=2.8526 acc=0.0770 (555s)
  [TRN-selcopy] step  2200/5000 train=2.8533 val=2.8537 acc=0.0885 (568s)
  [TRN-selcopy] step  2250/5000 train=2.8562 val=2.8527 acc=0.0821 (581s)
  [TRN-selcopy] step  2300/5000 train=2.8536 val=2.8510 acc=0.0796 (594s)
  [TRN-selcopy] step  2350/5000 train=2.8514 val=2.8556 acc=0.0929 (607s)
  [TRN-selcopy] step  2400/5000 train=2.8514 val=2.8541 acc=0.0917 (619s)
  [TRN-selcopy] step  2450/5000 train=2.8502 val=2.8532 acc=0.0823 (632s)
  [TRN-selcopy] step  2500/5000 train=2.8479 val=2.8488 acc=0.0934 (645s)
  [TRN-selcopy] step  2550/5000 train=2.8505 val=2.8520 acc=0.0831 (658s)
  [TRN-selcopy] step  2600/5000 train=2.8522 val=2.8545 acc=0.0833 (670s)
  [TRN-selcopy] step  2650/5000 train=2.8468 val=2.8490 acc=0.0805 (683s)
  [TRN-selcopy] step  2700/5000 train=2.8492 val=2.8491 acc=0.0886 (696s)
  [TRN-selcopy] step  2750/5000 train=2.8471 val=2.8474 acc=0.0894 (708s)
  [TRN-selcopy] step  2800/5000 train=2.8449 val=2.8471 acc=0.0884 (721s)
  [TRN-selcopy] step  2850/5000 train=2.8454 val=2.8470 acc=0.0828 (734s)
  [TRN-selcopy] step  2900/5000 train=2.8448 val=2.8474 acc=0.0798 (747s)
